Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 7,2002,Unnamed: 10,Unnamed: 12,2003,Unnamed: 14,Unnamed: 16,2004,Unnamed: 19,Unnamed: 22
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADIN,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),1029,"% 19,71",116.39,ANKARA ( 2002-2004 ),1077,ANTALYA  ( 2002-2004 ),117.7,"%19,77",1274,134.61
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),ERKEK,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),1428,"% 19,71",152.61,ANKARA ( 2002-2004 ),1465,ANTALYA  ( 2002-2004 ),151.6,"%19,77",1635,163.95
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),TOPLAM,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2457,"% 19,71",135.01,ANKARA ( 2002-2004 ),2542,ANTALYA  ( 2002-2004 ),135.11,"%19,77",2909,149.66
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),ANTALYA DA İLK 10 KANSER TÜRÜ ( 2004 ),ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),İLK 10 KANSER TÜRÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),PROSTAT,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",249,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",24.968363378931514,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),AKCİĞER ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",378,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",19.447415577379875,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MEME,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",307,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",15.794594132951381,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",305,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",15.691697754235086,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MESANE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",154,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.9230211611547645,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),SERVİKS,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",74,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.81876524791297,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MİDE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",150,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.7172284037221734,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KOLON,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",136,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.996953752708104,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),OVER,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",58,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.128221410526382,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KEMİK İLİĞİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",117,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.019438154903296,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004), KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2004),"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),İLK 10 KANSER TÜRÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MEME,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",298,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",31.486378971325205,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",138,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",14.580940597459325,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),SERVİKS,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",74,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.81876524791297,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MİDE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",67,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.079152319056339,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KOLON,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",65,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.867834339383014,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),OVER,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",58,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.128221410526382,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),ENDOMETRİUM,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",56,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",5.916903430853059,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),TROİD,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",52,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",5.4942674715064115,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KEMİK İLİĞİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",50,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",5.282949491833088,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),AKCİĞER  ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",45,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",4.75465454264978,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),İLK 10 KANSER TÜRÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),AKCİĞER ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",333,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",33.3914257236313,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),PROSTAT,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",249,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",24.968363378931514,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",167,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",16.74585013767696,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MESANE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",128,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",12.835142620494915,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MİDE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",83,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",8.32278779297717,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KOLON,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",71,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.1194931723057735,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KEMİK İLİĞİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",67,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",6.718394965415307,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),LARİNKS,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",45,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",4.512354827517743,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),LENF DÜGÜMÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",44,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",4.412080275795127,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),PANKREAS,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",40,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",4.010982068904661,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),EDİRNE ( 2002-2004 ),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",2004,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),OLGU SAYISI,"% 19,71","İNSİDANS
 (100.000'de)",ANKARA ( 2002-2004 ),OLGU SAYISI,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",OLGU SAYISI,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADIN,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),165,"% 19,71",88.61,ANKARA ( 2002-2004 ),118,ANTALYA  ( 2002-2004 ),63.92,"%19,77",282,154.19
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),ERKEK,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),280,"% 19,71",132.78,ANKARA ( 2002-2004 ),175,ANTALYA  ( 2002-2004 ),83.67,"%19,77",431,207.92
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),TOPLAM,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),445,"% 19,71",112.06,ANKARA ( 2002-2004 ),293,ANTALYA  ( 2002-2004 ),74.41,"%19,77",713,182.73
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),EDİRNEDE İLK 10 KANSER TÜRÜ ( 2004 ),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),İLK10 KANSER TÜRÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),AKCİĞER ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",136,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",34.85418903784498,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",67,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",17.170813717173633,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MEME,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",63,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",16.14569051017819,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),PROSTAT,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",33,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",15.919418796491938,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MİDE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",47,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",12.045197682196429,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KEMİK İLİĞİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",42,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",10.763793673452128,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MESANE,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",37,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",9.482389664707826,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),OVER,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",15,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",8.201471890822006,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KOLON,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",29,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.432143250716945,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),LARİNKS,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",28,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",7.175862448968086,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000'de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),İLK 10 KANSER TÜRÜ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",OLGU SAYISI,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",İNSİDANS (100.000’de ),"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),MEME,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",60,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",32.805887563288024,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),DERİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",31,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",16.94970857436548,"İNSİDANS
 (100.000'de )"
ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),KEMİK İLİGİ,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ(2004),2002,"% 19,71",21,ANKARA ( 2002-2004 ),2003,ANTALYA  ( 2002-2004 ),"İNSİDANS
 (100.000'de )","%19,77",11.48206064715081,"İNSİDANS
 (100.000'de )"
