Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,,
,,Akciğer ve Bronş,,,,,,,,951,,,,,,43.81363861902729,,,,,,,,
,,Prostat,,,,,,,,376,,,,,,17.32274250342193,,,,,,,,
,,Mide,,,,,,,,244,,,,,,11.24135417775253,,,,,,,,
,,Mesane,,,,,,,,233,,,,,,10.73457181728008,,,,,,,,
,,Kolon,,,,,,,,192,,,,,,8.845655746428221,,,,,,,,
,,Deri,,,,,,,,156,,,,,,7.18709529397293,,,,,,,,
,,Beyin,,,,,,,,154,,,,,,7.094953046614302,,,,,,,,
,,Kemik İliği,,,,,,,,116,,,,,,5.344250346800384,,,,,,,,
,,Larinks,,,,,,,,103,,,,,,4.745325738969306,,,,,,,,
,,Rektum,,,,,,,,71,,,,,,3.271049781231269,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ANTALYA  ( 2002-2005 ),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS 
(100.000'de )",,OLGU SAYISI,,"İNSİDANS 
(100.000'de )",,OLGU SAYISI,,"İNSİDANS 
(100.000'de )",,,,
,,,KADIN,,,1029,,116.39,,1077,,117.7,,1274,,134.61,,1331,,136.05,,,,
,,,ERKEK,,,1428,,152.61,,1465,,151.6,,1635,,163.95,,1828,,177.74,,,,
,,,TOPLAM,,,2457,,135.01,,2542,,135.11,,2909,,149.66,,3159,,157.42,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ANTALYA DA İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,,
,,Prostat,,,,,,,,357,,,,,,34.711452543027136,,,,,,,,
,,Akciğer ve Bronş,,,,,,,,409,,,,,,20.3810610609613,,,,,,,,
,,Deri,,,,,,,,349,,,,,,17.39117435275182,,,,,,,,
,,Meme,,,,,,,,278,,,,,,13.853141748037265,,,,,,,,
,,Mesane,,,,,,,,185,,,,,,9.218817350312568,,,,,,,,
,,Serviks,,,,,,,,80,,,,,,8.177567705149619,,,,,,,,
,,Kemik İliği,,,,,,,,159,,,,,,7.923199776755125,,,,,,,,
,,Mide,,,,,,,,149,,,,,,7.424885325386879,,,,,,,,
,,Over,,,,,,,,64,,,,,,6.542054164119695,,,,,,,,
,,Endometrium,,,,,,,,60,,,,,,6.133175778862213,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,, KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,,
,,Meme,,,,,,,,275,,,,,,28.110388986451817,,,,,,,,
,,Deri,,,,,,,,177,,,,,,18.09286854764353,,,,,,,,
,,Serviks,,,,,,,,80,,,,,,8.177567705149619,,,,,,,,
,,Kemik İliği,,,,,,,,73,,,,,,7.4620305309490265,,,,,,,,
,,Tiroid,,,,,,,,69,,,,,,7.053152145691547,,,,,,,,
,,Over,,,,,,,,64,,,,,,6.542054164119695,,,,,,,,
,,Endometrium,,,,,,,,60,,,,,,6.133175778862213,,,,,,,,
,,Mide,,,,,,,,52,,,,,,5.315419008347252,,,,,,,,
,,Akciğer ve Bronş,,,,,,,,50,,,,,,5.110979815718512,,,,,,,,
,,Kolon,,,,,,,,49,,,,,,5.008760219404142,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,,
,,Akciğer ve Bronş,,,,,,,,359,,,,,,34.90591446203568,,,,,,,,
,,Prostat,,,,,,,,357,,,,,,34.711452543027136,,,,,,,,
,,Deri,,,,,,,,172,,,,,,16.72372503473576,,,,,,,,
,,Mesane,,,,,,,,158,,,,,,15.362491601675872,,,,,,,,
,,Mide,,,,,,,,97,,,,,,9.431403071914934,,,,,,,,
,,Kemik İliği,,,,,,,,86,,,,,,8.36186251736788,,,,,,,,
,,Kolon,,,,,,,,62,,,,,,6.028319489265216,,,,,,,,
,,Larinks,,,,,,,,49,,,,,,4.764317015709606,,,,,,,,
,,Beyin,,,,,,,,48,,,,,,4.667086056205329,,,,,,,,
,,Rektum,,,,,,,,46,,,,,,4.472624137196774,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,EDİRNE ( 2002-2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,165,,88.61,,118,,63.92,,282,,154.19,,290,,160.18,,,,
,,,ERKEK,,,280,,132.78,,175,,83.67,,431,,207.92,,461,,224.57,,,,
,,,TOPLAM,,,445,,112.06,,293,,74.41,,713,,182.73,,751,,194.39,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EDİRNE DE İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,143,,,,,,37.015178811786875,,,,,,,
,,,Deri,,,,,,,,133,,,,,,34.42670476900457,,,,,,,
,,,Meme,,,,,,,,68,,,,,,17.601623490919632,,,,,,,
,,,Mide,,,,,,,,59,,,,,,15.271996852415565,,,,,,,
,,,Prostat,,,,,,,,24,,,,,,11.69151926421372,,,,,,,
,,,Kolon,,,,,,,,33,,,,,,8.541964341181586,,,,,,,
,,,Mesane,,,,,,,,25,,,,,,6.471185106955748,,,,,,,
,,,Larinks,,,,,,,,22,,,,,,5.694642894121058,,,,,,,
,,,Over,,,,,,,,10,,,,,,5.523305587928263,,,,,,,
,,,Beyin,,,,,,,,19,,,,,,4.918100681286368,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000’de ),,,,,,,
,,,Meme,,,,,,,,68,,,,,,37.55847799791219,,,,,,,
,,,Deri,,,,,,,,61,,,,,,33.6921640863624,,,,,,,
,,,Mide,,,,,,,,18,,,,,,9.941950058270875,,,,,,,
,,,Kolon,,,,,,,,14,,,,,,7.732627823099568,,,,,,,
,,,Tiroid,,,,,,,,12,,,,,,6.6279667055139155,,,,,,,
,,,Rektum,,,,,,,,10,,,,,,5.523305587928263,,,,,,,
,,,Over,,,,,,,,10,,,,,,5.523305587928263,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,9,,,,,,4.970975029135437,,,,,,,
,,,Karaciğer,,,,,,,,7,,,,,,3.866313911549784,,,,,,,
,,,Beyin,,,,,,,,7,,,,,,3.866313911549784,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,134,,,,,,65.27764922519327,,,,,,,
,,,Deri,,,,,,,,72,,,,,,35.07455779264116,,,,,,,
,,,Mide,,,,,,,,41,,,,,,19.97301207636511,,,,,,,
,,,Prostat,,,,,,,,24,,,,,,11.69151926421372,,,,,,,
,,,Mesane,,,,,,,,24,,,,,,11.69151926421372,,,,,,,
,,,Larinks,,,,,,,,20,,,,,,9.7429327201781,,,,,,,
,,,Kolon,,,,,,,,19,,,,,,9.255786084169197,,,,,,,
,,,Dudak,,,,,,,,14,,,,,,6.82005290412467,,,,,,,
,,,Beyin,,,,,,,,12,,,,,,5.84575963210686,,,,,,,
,,,Pankreas,,,,,,,,11,,,,,,5.35861299609796,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ESKİŞEHİR ( 2002-2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,"İNSİDANS
 (100.000'de)",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,465,,130.46,,492,,137.38,,595,,165.41,,402,,111.3,,,,
,,,ERKEK,,,592,,167.21,,545,,153.43,,919,,257.99,,501,,140.3,,,,
,,,TOPLAM,,,1057,,148.77,,1037,,145.37,,1514,,211.47,,903,,125.72,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ESKİŞEHİR DE İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Prostat,,,,,,,,58,,,,,,16.242403875773615,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,113,,,,,,15.732442663599999,,,,,,,
,,,Meme,,,,,,,,107,,,,,,14.897091725709735,,,,,,,
,,,Deri,,,,,,,,96,,,,,,13.36561500624425,,,,,,,
,,,Mesane,,,,,,,,69,,,,,,9.606535785738053,,,,,,,
,,,Kolon,,,,,,,,53,,,,,,7.378933284697345,,,,,,,
,,,Mide,,,,,,,,48,,,,,,6.682807503122125,,,,,,,
,,,Over,,,,,,,,24,,,,,,6.645051789872387,,,,,,,
,,,Rektum,,,,,,,,34,,,,,,4.733655314711505,,,,,,,
,,,Tiroid,,,,,,,,27,,,,,,3.759079220506195,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,  İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Meme,,,,,,,,105,,,,,,29.072101580691694,,,,,,,
,,,Deri,,,,,,,,46,,,,,,12.736349263922076,,,,,,,
,,,Kolon,,,,,,,,26,,,,,,7.198806105695087,,,,,,,
,,,Over,,,,,,,,24,,,,,,6.645051789872387,,,,,,,
,,,Tiroid,,,,,,,,24,,,,,,6.645051789872387,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,17,,,,,,4.706911684492941,,,,,,,
,,,Rektum,,,,,,,,15,,,,,,4.153157368670242,,,,,,,
,,,Mide,,,,,,,,14,,,,,,3.8762802107588925,,,,,,,
,,,Serviks,,,,,,,,13,,,,,,3.5994030528475434,,,,,,,
,,,Mesane,,,,,,,,13,,,,,,3.5994030528475434,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ERKEKLERDE GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,      İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Akciğer ve Bronş,,,,,,,,96,,,,,,26.88397882886667,,,,,,,
,,,Prostat,,,,,,,,58,,,,,,16.242403875773615,,,,,,,
,,,Mesane,,,,,,,,56,,,,,,15.682320983505559,,,,,,,
,,,Deri,,,,,,,,50,,,,,,14.002072306701393,,,,,,,
,,,Mide,,,,,,,,34,,,,,,9.521409168556946,,,,,,,
,,,Kolon,,,,,,,,27,,,,,,7.561119045618751,,,,,,,
,,,Larinks,,,,,,,,23,,,,,,6.44095326108264,,,,,,,
,,,Rektum,,,,,,,,19,,,,,,5.3207874765465295,,,,,,,
,,,Pankreas,,,,,,,,15,,,,,,4.200621692010418,,,,,,,
,,,Kemik İliği,,,,,,,,15,,,,,,4.200621692010418,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,ERZURUM ( 2002-2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2002,,,,2003,,,,2004,,,,2005,,,,,,
,,,,,,OLGU SAYISI,,İNSİDANS (100.000'de),,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,OLGU SAYISI,,"İNSİDANS
 (100.000'de )",,,,
,,,KADIN,,,282,,61.74,,226,,49.37,,261,,56.9,,286,,62.26,,,,
,,,ERKEK,,,477,,97.9,,269,,54.85,,395,,80.06,,427,,86.05,,,,
,,,TOPLAM,,,759,,80.4,,495,,52.2,,656,,68.9,,713,,74.61,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,           ERZURUM İLK 10 KANSER TÜRÜ ( 2005 ),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Mide,,,,,,,,114,,,,,,11.929490432862606,,,,,,,
,,,Akciğer ve Bronş,,,,,,,,103,,,,,,10.778399250744284,,,,,,,
,,,Deri,,,,,,,,77,,,,,,8.057638274828252,,,,,,,
,,,Meme,,,,,,,,56,,,,,,5.860100563511455,,,,,,,
,,,Özofagus,,,,,,,,52,,,,,,5.441521951832066,,,,,,,
,,,Mesane,,,,,,,,48,,,,,,5.022943340152676,,,,,,,
,,,Kemik İliği,,,,,,,,44,,,,,,4.6043647284732865,,,,,,,
,,,Prostat,,,,,,,,17,,,,,,3.425872186754369,,,,,,,
,,,Kolon,,,,,,,,26,,,,,,2.720760975916033,,,,,,,
,,,Lenf Düğümleri,,,,,,,,26,,,,,,2.720760975916033,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,KADINLARDA GÖRÜLEN İLK 10 KANSER TÜRÜ (2005),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,    İLK 10 KANSER TÜRÜ,,,,,,,,OLGU SAYISI,,,,,,İNSİDANS (100.000'de ),,,,,,,
,,,Meme,,,,,,,,54,,,,,,11.754692625671813,,,,,,,
,,,Mide,,,,,,,,40,,,,,,8.70717972271986,,,,,,,
